dest room|bill room|date|time|#orders|menu id
restaurant|L48|2016-02-05|01:24:00|3|10
L48|L48|2016-02-05|10:07:00|4|5
restaurant|L48|2016-02-07|04:33:00|2|5
X33|X33|2016-04-01|13:31:00|5|2
restaurant|S118|2016-02-12|10:35:00|4|13
S120|S120|2016-02-09|07:52:00|2|13
restaurant|S121|2016-02-09|20:10:00|3|1
S52|S52|2016-02-21|10:49:00|5|8
S76|S76|2016-02-21|13:25:00|1|10
S164|S164|2016-03-23|05:08:00|3|2
restaurant|S165|2016-03-28|01:51:00|1|1
restaurant|D52|2016-03-07|20:25:00|1|15
restaurant|D54|2016-03-02|03:33:00|4|4
restaurant|L49|2016-02-10|00:11:00|1|14
restaurant|L50|2016-02-07|18:19:00|2|5
restaurant|L46|2016-01-13|00:31:00|1|1
restaurant|L46|2016-01-15|19:15:00|4|4
L46|L46|2016-01-10|01:11:00|5|11
restaurant|L46|2016-01-10|08:52:00|1|11
L41|L41|2016-03-13|05:30:00|5|7
restaurant|L42|2016-03-13|17:32:00|2|5
S120|S120|2016-03-17|15:34:00|1|5
restaurant|S121|2016-03-17|21:33:00|1|1
restaurant|S109|2016-01-21|00:25:00|4|0
restaurant|S109|2016-01-29|21:20:00|2|2
S111|S111|2016-01-25|05:48:00|4|8
S111|S111|2016-01-22|13:20:00|5|12
restaurant|S112|2016-01-21|06:51:00|4|0
S112|S112|2016-01-24|06:23:00|4|6
restaurant|S192|2016-03-28|17:36:00|5|13
restaurant|S62|2016-03-20|02:24:00|4|0
restaurant|S65|2016-03-20|21:28:00|2|5
S66|S66|2016-03-21|16:31:00|5|0
S67|S67|2016-03-18|15:53:00|4|1
restaurant|L43|2016-02-25|13:35:00|4|14
restaurant|L49|2016-03-16|00:48:00|1|7
restaurant|L49|2016-03-24|18:25:00|1|3
S82|S82|2016-04-01|19:46:00|3|13
restaurant|S82|2016-03-31|05:28:00|2|10
S83|S83|2016-04-03|17:24:00|1|13
L25|L25|2016-03-10|20:05:00|1|14
restaurant|L26|2016-03-11|19:08:00|2|10
restaurant|S70|2016-01-05|14:31:00|1|4
S71|S71|2016-01-07|04:21:00|2|2
L59|L59|2016-03-04|11:23:00|3|12
restaurant|X46|2016-03-09|13:14:00|5|4
restaurant|N173|2016-02-01|13:53:00|4|0
restaurant|L55|2016-02-23|04:00:00|3|14
L6|L6|2016-03-28|09:20:00|4|15
restaurant|L62|2016-03-27|08:47:00|5|2
L62|L62|2016-03-27|18:29:00|2|6
L38|L38|2016-01-30|06:34:00|3|2
L38|L38|2016-01-29|10:21:00|3|5
restaurant|L38|2016-01-27|16:30:00|4|10
restaurant|L38|2016-02-01|07:50:00|2|15
restaurant|L38|2016-01-31|06:58:00|1|0
restaurant|L38|2016-01-27|04:33:00|5|7
restaurant|L39|2016-02-17|23:22:00|2|11
restaurant|L39|2016-02-17|21:49:00|1|5
restaurant|L40|2016-02-16|19:05:00|3|3
restaurant|L40|2016-02-19|23:53:00|3|13
restaurant|S178|2016-01-10|16:23:00|1|13
L61|L61|2016-01-22|09:05:00|3|2
restaurant|L61|2016-01-17|22:34:00|3|8
L61|L61|2016-01-15|18:16:00|3|7
restaurant|L61|2016-01-17|11:56:00|4|12
restaurant|L61|2016-01-22|04:10:00|3|13
restaurant|L62|2016-01-16|09:56:00|5|12
L62|L62|2016-01-22|22:50:00|4|4
restaurant|L62|2016-01-19|07:24:00|5|15
restaurant|L62|2016-01-19|21:25:00|5|1
restaurant|L44|2016-02-26|13:39:00|1|1
restaurant|S142|2016-02-15|00:35:00|1|5
L35|L35|2016-01-05|16:10:00|2|8
L35|L35|2016-01-06|02:19:00|2|10
restaurant|S112|2016-03-06|11:54:00|3|14
restaurant|S114|2016-03-07|12:16:00|4|1
restaurant|S69|2016-01-14|21:41:00|5|11
restaurant|L45|2016-02-26|21:59:00|2|10
L51|L51|2016-03-14|23:16:00|5|14
L51|L51|2016-03-13|08:56:00|3|10
L53|L53|2016-03-10|22:06:00|4|12
restaurant|S105|2016-02-23|17:36:00|5|15
D67|D67|2016-02-20|00:32:00|4|3
restaurant|D68|2016-02-28|11:47:00|2|1
N158|N158|2016-03-06|08:19:00|2|12
restaurant|L46|2016-02-22|07:38:00|5|5
restaurant|S106|2016-02-26|01:25:00|4|5
restaurant|S107|2016-02-26|22:43:00|2|10
D69|D69|2016-02-23|22:58:00|4|12
D57|D57|2016-03-29|04:43:00|1|8
restaurant|L0|2016-02-12|18:45:00|5|10
restaurant|L0|2016-02-10|18:48:00|2|8
X67|X67|2016-03-23|04:32:00|5|0
restaurant|L39|2016-02-03|23:34:00|1|13
restaurant|L39|2016-02-03|00:25:00|4|12
restaurant|L42|2016-02-17|21:52:00|3|10
restaurant|S114|2016-01-21|04:32:00|1|6
restaurant|S115|2016-01-24|19:28:00|5|13
restaurant|S116|2016-01-21|16:44:00|4|6
S116|S116|2016-01-22|15:44:00|3|14
restaurant|S117|2016-01-20|21:48:00|5|4
restaurant|S117|2016-01-21|22:18:00|4|6
restaurant|X49|2016-03-13|07:03:00|2|9
L52|L52|2016-03-24|02:35:00|2|3
L63|L63|2016-01-24|18:23:00|1|0
restaurant|L63|2016-01-23|18:29:00|4|8
restaurant|L63|2016-01-20|17:05:00|2|15
restaurant|L63|2016-01-17|15:43:00|2|12
L63|L63|2016-01-13|17:06:00|1|7
restaurant|L63|2016-01-19|02:04:00|4|13
restaurant|L63|2016-01-30|10:29:00|3|2
L63|L63|2016-01-20|11:37:00|1|1
restaurant|L63|2016-01-15|05:57:00|5|8
L63|L63|2016-01-24|07:20:00|5|15
L63|L63|2016-01-19|22:55:00|4|6
restaurant|L53|2016-03-24|17:56:00|1|9
L53|L53|2016-03-23|03:08:00|3|9
S114|S114|2016-02-26|02:01:00|5|13
restaurant|S130|2016-01-07|14:09:00|1|8
restaurant|S132|2016-01-09|20:48:00|1|11
restaurant|S124|2016-03-15|22:23:00|1|9
S124|S124|2016-03-17|01:15:00|4|3
S125|S125|2016-03-19|02:40:00|4|6
restaurant|L27|2016-02-13|16:42:00|5|0
restaurant|L27|2016-02-14|19:42:00|3|7
restaurant|L30|2016-02-12|07:42:00|2|13
restaurant|L36|2016-03-29|12:42:00|1|4
L36|L36|2016-04-01|23:11:00|4|3
restaurant|L37|2016-04-01|15:17:00|1|1
S116|S116|2016-03-07|01:41:00|3|0
restaurant|S117|2016-03-07|09:51:00|4|11
restaurant|S119|2016-03-09|12:23:00|2|0
restaurant|L55|2016-03-27|14:44:00|1|0
restaurant|L55|2016-03-23|02:41:00|4|3
restaurant|L55|2016-03-26|13:33:00|5|14
L55|L55|2016-03-24|08:01:00|4|13
restaurant|S108|2016-02-25|00:10:00|2|12
restaurant|S109|2016-02-26|04:46:00|5|0
S121|S121|2016-03-03|23:51:00|5|11
restaurant|S122|2016-03-09|00:33:00|1|15
restaurant|S166|2016-03-21|06:29:00|2|7
restaurant|S167|2016-03-23|19:53:00|2|13
L36|L36|2016-01-04|08:39:00|1|10
L18|L18|2016-03-05|23:28:00|5|2
restaurant|L19|2016-03-05|01:22:00|2|1
restaurant|L62|2016-03-11|12:26:00|3|9
restaurant|L62|2016-03-10|19:06:00|2|11
restaurant|L62|2016-03-08|09:40:00|5|4
L62|L62|2016-03-11|01:24:00|1|6
restaurant|S129|2016-03-17|16:29:00|5|14
S118|S118|2016-01-19|16:02:00|2|12
S119|S119|2016-01-20|04:05:00|4|14
restaurant|S119|2016-01-21|16:44:00|4|15
restaurant|S120|2016-01-19|14:23:00|1|3
restaurant|S121|2016-01-22|20:04:00|5|10
restaurant|S121|2016-01-24|09:57:00|2|6
restaurant|L52|2016-02-06|19:45:00|4|0
L52|L52|2016-02-05|02:44:00|3|14
restaurant|L52|2016-02-05|21:30:00|4|6
restaurant|L52|2016-02-07|00:53:00|1|2
S73|S73|2016-02-15|09:09:00|3|3
S74|S74|2016-02-16|04:08:00|4|0
restaurant|S74|2016-02-13|23:51:00|1|11
restaurant|S75|2016-02-15|21:39:00|1|3
L27|L27|2016-03-14|04:19:00|3|0
restaurant|L27|2016-03-14|20:19:00|1|10
restaurant|L32|2016-03-15|08:00:00|1|5
L32|L32|2016-03-13|19:21:00|1|5
S124|S124|2016-02-05|20:44:00|3|14
S125|S125|2016-02-05|12:13:00|1|14
restaurant|S125|2016-02-06|20:41:00|2|7
restaurant|L21|2016-02-04|23:56:00|3|8
restaurant|L21|2016-02-04|14:51:00|3|14
L48|L48|2016-01-16|22:18:00|5|13
restaurant|L48|2016-01-10|08:23:00|1|5
L48|L48|2016-01-09|04:53:00|2|4
restaurant|L48|2016-01-05|23:13:00|5|0
restaurant|L48|2016-01-12|05:41:00|1|14
restaurant|L48|2016-01-15|16:11:00|3|12
L48|L48|2016-01-06|16:12:00|3|9
N116|N116|2016-02-21|12:48:00|1|15
restaurant|N117|2016-02-26|20:08:00|1|2
restaurant|N118|2016-02-26|08:47:00|2|0
S94|S94|2016-02-21|22:34:00|3|12
S97|S97|2016-02-23|21:48:00|1|15
S168|S168|2016-03-28|06:05:00|1|3
restaurant|S168|2016-03-16|09:58:00|3|7
restaurant|S168|2016-03-17|23:06:00|4|9
restaurant|S169|2016-03-26|15:04:00|2|0
S169|S169|2016-03-23|09:33:00|1|7
restaurant|L63|2016-03-08|17:04:00|4|15
restaurant|L63|2016-03-05|21:21:00|5|12
restaurant|S85|2016-04-01|05:00:00|4|13
S85|S85|2016-04-01|10:54:00|5|6
restaurant|S86|2016-03-26|08:15:00|1|12
S86|S86|2016-04-01|20:08:00|3|15
L53|L53|2016-02-04|16:03:00|1|10
restaurant|L53|2016-02-05|15:08:00|2|4
L70|L70|2016-03-19|04:26:00|1|12
restaurant|L37|2016-01-03|13:52:00|5|15
restaurant|N119|2016-02-26|13:17:00|5|12
restaurant|N123|2016-02-22|00:52:00|1|7
restaurant|L50|2016-01-11|18:26:00|3|7
restaurant|L50|2016-01-11|21:31:00|5|11
N83|N83|2016-01-29|23:24:00|5|2
restaurant|N142|2016-02-07|23:56:00|1|6
N143|N143|2016-02-04|09:42:00|4|15
N145|N145|2016-02-10|06:15:00|3|2
restaurant|L37|2016-02-28|05:58:00|1|3
restaurant|L47|2016-02-18|08:56:00|2|5
restaurant|L47|2016-02-12|23:31:00|5|5
restaurant|L47|2016-02-20|06:11:00|4|13
L47|L47|2016-02-14|22:21:00|3|0
L47|L47|2016-02-24|02:54:00|2|2
L47|L47|2016-02-12|20:50:00|4|3
L47|L47|2016-02-24|09:10:00|5|0
restaurant|L47|2016-02-26|23:45:00|3|11
restaurant|L47|2016-02-20|13:48:00|4|7
restaurant|L47|2016-02-16|03:33:00|5|1
L47|L47|2016-02-22|23:56:00|4|6
restaurant|L47|2016-02-26|06:35:00|2|6
L48|L48|2016-02-12|01:09:00|4|3
L48|L48|2016-02-13|12:37:00|5|5
L23|L23|2016-03-19|08:25:00|3|1
restaurant|N168|2016-03-10|02:28:00|1|14
S88|S88|2016-03-30|08:16:00|3|2
S89|S89|2016-03-31|06:23:00|5|7
restaurant|S91|2016-03-28|09:13:00|2|7
restaurant|S163|2016-01-10|18:24:00|3|12
S164|S164|2016-01-12|21:49:00|5|3
restaurant|L54|2016-01-31|20:12:00|1|15
restaurant|L55|2016-02-05|10:11:00|1|1
restaurant|L55|2016-02-01|02:37:00|2|3
restaurant|L55|2016-02-05|15:53:00|2|7
restaurant|L55|2016-02-01|12:23:00|1|7
S123|S123|2016-01-25|05:28:00|2|11
restaurant|S124|2016-01-21|07:16:00|2|9
L63|L63|2016-03-16|19:57:00|5|14
restaurant|L63|2016-03-17|21:07:00|2|6
L64|L64|2016-03-16|22:57:00|2|14
L64|L64|2016-03-15|01:27:00|1|2
L44|L44|2016-02-21|02:21:00|4|14
restaurant|L56|2016-02-05|11:42:00|2|6
restaurant|X66|2016-01-14|23:56:00|1|10
L20|L20|2016-02-13|14:05:00|1|13
restaurant|L20|2016-02-11|06:35:00|2|11
restaurant|L26|2016-02-12|13:19:00|5|8
restaurant|L63|2016-02-06|22:08:00|4|6
restaurant|L35|2016-02-15|13:47:00|5|9
S113|S113|2016-02-26|15:00:00|5|12
S113|S113|2016-02-23|07:48:00|4|15
restaurant|L49|2016-02-24|11:59:00|1|4
restaurant|L49|2016-02-25|23:18:00|2|8
restaurant|S170|2016-03-23|21:23:00|2|11
restaurant|X34|2016-04-05|05:01:00|3|15
restaurant|L40|2016-01-31|04:55:00|3|8
restaurant|L40|2016-02-02|11:44:00|4|12
L50|L50|2016-02-24|08:38:00|5|10
L43|L43|2016-01-26|00:35:00|4|14
L56|L56|2016-03-12|12:27:00|3|1
L57|L57|2016-03-12|18:35:00|4|8
restaurant|L41|2016-01-29|12:18:00|3|7
restaurant|L41|2016-01-26|14:09:00|2|5
restaurant|L41|2016-01-29|07:53:00|3|1
L65|L65|2016-03-13|23:48:00|4|11
S124|S124|2016-03-11|01:42:00|1|1
S125|S125|2016-03-08|11:23:00|3|10
restaurant|S125|2016-03-07|01:40:00|5|11
restaurant|S126|2016-03-10|18:10:00|3|7
L64|L64|2016-03-03|22:39:00|2|8
restaurant|L64|2016-03-04|15:00:00|3|0
restaurant|L64|2016-03-07|10:16:00|4|1
L64|L64|2016-03-04|08:25:00|4|12
restaurant|L64|2016-03-01|17:11:00|4|7
L65|L65|2016-03-05|12:32:00|3|8
restaurant|L65|2016-03-07|10:57:00|4|5
restaurant|L65|2016-03-02|18:19:00|3|12
L65|L65|2016-03-07|17:30:00|1|11
restaurant|L39|2016-03-30|19:35:00|4|9
restaurant|L39|2016-03-31|11:42:00|2|10
L39|L39|2016-04-03|03:25:00|2|7
restaurant|L39|2016-04-01|01:58:00|1|15
restaurant|L64|2016-02-05|07:05:00|5|10
L49|L49|2016-02-17|13:26:00|5|2
L49|L49|2016-02-16|08:16:00|4|9
L49|L49|2016-02-14|17:06:00|4|2
L51|L51|2016-01-16|18:37:00|1|3
D77|D77|2016-02-25|19:04:00|4|0
restaurant|D77|2016-02-18|01:38:00|2|11
L41|L41|2016-03-27|01:31:00|2|14
S76|S76|2016-02-15|02:51:00|2|3
S76|S76|2016-02-11|22:13:00|4|12
restaurant|S76|2016-02-19|05:00:00|2|12
S77|S77|2016-02-22|17:02:00|1|4
restaurant|S78|2016-02-17|10:07:00|3|5
restaurant|S78|2016-02-11|03:22:00|2|11
S78|S78|2016-02-16|12:01:00|1|6
restaurant|S79|2016-02-16|01:24:00|2|5
restaurant|S79|2016-02-12|14:15:00|5|5
restaurant|S79|2016-02-12|14:08:00|4|2
restaurant|S80|2016-02-11|14:19:00|3|14
restaurant|S80|2016-02-13|10:24:00|4|15
restaurant|S80|2016-02-21|00:41:00|3|11
restaurant|L42|2016-02-03|20:39:00|4|6
restaurant|L42|2016-01-31|19:47:00|3|9
L42|L42|2016-01-31|02:15:00|1|2
restaurant|L42|2016-02-05|14:20:00|5|15
restaurant|L43|2016-01-29|17:59:00|3|14
L43|L43|2016-01-29|03:28:00|5|10
restaurant|L56|2016-02-24|04:32:00|3|4
restaurant|L57|2016-02-23|13:41:00|5|8
S92|S92|2016-03-31|23:03:00|2|7
restaurant|S93|2016-04-02|12:01:00|5|14
S94|S94|2016-03-31|12:37:00|5|2
restaurant|L48|2016-01-25|04:52:00|2|8
L48|L48|2016-01-25|20:01:00|4|0
restaurant|L52|2016-01-14|02:00:00|3|9
S152|S152|2016-02-14|17:29:00|5|0
restaurant|S153|2016-02-16|23:28:00|4|11
X55|X55|2016-02-22|07:36:00|1|8
restaurant|S97|2016-03-28|09:50:00|1|12
S97|S97|2016-03-27|10:21:00|1|10
X61|X61|2016-02-21|08:08:00|3|9
restaurant|S181|2016-03-25|18:33:00|3|7
restaurant|S182|2016-03-23|02:52:00|3|5
X56|X56|2016-02-18|12:57:00|3|3
L66|L66|2016-03-09|01:58:00|5|3
restaurant|L66|2016-03-08|10:43:00|4|7
L66|L66|2016-03-08|07:12:00|1|0
restaurant|L66|2016-03-07|14:09:00|1|7
L53|L53|2016-01-20|17:58:00|1|2
restaurant|L53|2016-01-21|05:22:00|3|9
restaurant|S124|2016-01-27|08:13:00|3|11
restaurant|S125|2016-01-26|14:03:00|4|5
L50|L50|2016-01-28|18:34:00|2|6
restaurant|S94|2016-02-04|00:30:00|4|8
restaurant|L25|2016-03-01|09:35:00|3|9
L25|L25|2016-03-01|01:51:00|3|15
restaurant|L25|2016-03-02|22:47:00|2|8
S95|S95|2016-02-03|01:16:00|1|13
S96|S96|2016-02-06|17:18:00|2|9
restaurant|S99|2016-04-02|05:12:00|1|14
S108|S108|2016-01-15|04:38:00|5|8
restaurant|S110|2016-01-20|23:28:00|5|5
L53|L53|2016-01-14|07:12:00|1|0
L53|L53|2016-01-11|21:58:00|1|5
L53|L53|2016-01-11|11:33:00|4|14
L53|L53|2016-01-09|22:32:00|1|1
restaurant|S103|2016-02-02|17:28:00|1|5
S105|S105|2016-02-02|19:04:00|1|9
S183|S183|2016-03-17|23:44:00|5|11
S184|S184|2016-03-17|10:51:00|2|14
restaurant|S184|2016-03-20|19:28:00|1|0
S185|S185|2016-03-21|17:36:00|4|4
restaurant|S185|2016-03-21|04:31:00|3|3
restaurant|S186|2016-03-24|12:14:00|3|5
L44|L44|2016-01-28|22:12:00|4|2
L44|L44|2016-01-30|20:28:00|1|10
restaurant|L44|2016-02-02|01:39:00|2|5
restaurant|L44|2016-02-02|21:58:00|1|10
restaurant|S167|2016-01-13|10:18:00|1|7
restaurant|L36|2016-01-07|14:09:00|1|14
L36|L36|2016-01-07|11:10:00|1|15
restaurant|L66|2016-03-17|18:44:00|2|9
restaurant|L66|2016-03-16|19:39:00|1|10
restaurant|L43|2016-04-02|05:32:00|1|2
restaurant|L26|2016-03-02|08:09:00|1|7
restaurant|L26|2016-03-02|01:25:00|4|7
S155|S155|2016-02-12|18:34:00|5|10
restaurant|L57|2016-03-30|02:53:00|4|13
restaurant|L57|2016-03-25|19:02:00|1|12
restaurant|L57|2016-03-27|11:46:00|2|2
restaurant|L66|2016-03-29|09:25:00|5|15
S125|S125|2016-02-08|23:48:00|5|6
restaurant|L42|2016-01-18|09:27:00|2|14
restaurant|S187|2016-01-09|09:24:00|2|7
S188|S188|2016-01-07|04:32:00|1|3
restaurant|S189|2016-01-10|02:39:00|1|7
restaurant|L67|2016-03-06|15:09:00|3|2
L67|L67|2016-03-08|03:09:00|1|4
restaurant|L67|2016-03-08|20:07:00|2|12
restaurant|L68|2016-03-03|05:03:00|2|12
restaurant|L68|2016-03-08|02:20:00|2|1
restaurant|L68|2016-03-03|17:54:00|2|12
L68|L68|2016-03-07|02:44:00|2|7
restaurant|S127|2016-02-14|02:59:00|4|12
S127|S127|2016-02-07|03:37:00|1|3
restaurant|S127|2016-02-09|06:37:00|5|6
S128|S128|2016-02-14|00:47:00|1|7
S129|S129|2016-02-10|19:35:00|5|5
restaurant|S131|2016-03-22|10:44:00|5|6
restaurant|S131|2016-02-07|21:42:00|3|4
restaurant|L57|2016-02-01|22:39:00|2|12
L57|L57|2016-02-08|02:53:00|2|12
restaurant|L57|2016-02-04|23:24:00|5|15
L57|L57|2016-02-03|18:29:00|1|1
L57|L57|2016-02-09|19:27:00|4|1
L57|L57|2016-02-12|05:45:00|5|15
L57|L57|2016-02-10|17:39:00|3|4
L57|L57|2016-02-08|15:01:00|1|9
restaurant|L44|2016-03-29|21:59:00|3|1
L44|L44|2016-03-25|20:03:00|5|11
restaurant|L44|2016-03-31|23:23:00|1|4
L44|L44|2016-03-28|06:40:00|1|11
restaurant|L44|2016-03-24|14:23:00|2|7
L66|L66|2016-01-13|02:55:00|5|13
S116|S116|2016-02-29|23:08:00|4|15
S118|S118|2016-02-26|06:15:00|2|0
restaurant|S119|2016-02-25|11:59:00|1|14
restaurant|L58|2016-02-24|05:01:00|2|13
L58|L58|2016-02-21|15:57:00|3|9
restaurant|S133|2016-02-07|07:56:00|3|14
restaurant|S134|2016-02-06|08:30:00|5|5
L25|L25|2016-01-02|01:40:00|3|8
L27|L27|2016-03-01|11:35:00|3|10
L27|L27|2016-02-29|19:08:00|5|1
restaurant|L28|2016-03-03|03:22:00|4|6
L28|L28|2016-03-03|10:09:00|2|2
restaurant|L56|2016-03-20|15:25:00|3|8
L56|L56|2016-03-23|00:51:00|1|10
L56|L56|2016-03-20|22:37:00|2|2
L65|L65|2016-01-23|17:02:00|1|8
L65|L65|2016-01-20|16:29:00|2|12
restaurant|L66|2016-01-20|23:58:00|3|6
S130|S130|2016-01-28|23:32:00|1|1
S131|S131|2016-01-30|06:44:00|2|0
S132|S132|2016-01-28|11:13:00|4|14
S143|S143|2016-02-04|02:43:00|3|4
restaurant|S144|2016-02-03|22:33:00|2|15
restaurant|L37|2016-03-12|14:52:00|4|10
restaurant|S110|2016-04-01|10:02:00|4|11
restaurant|S131|2016-01-15|13:21:00|5|5
restaurant|S168|2016-01-10|13:23:00|1|6
restaurant|S169|2016-01-10|05:43:00|2|7
S135|S135|2016-03-05|23:13:00|5|4
restaurant|S136|2016-03-06|14:31:00|1|2
L67|L67|2016-01-24|14:17:00|4|5
restaurant|S170|2016-01-11|18:08:00|5|9
S171|S171|2016-01-13|02:02:00|5|10
restaurant|S87|2016-02-18|21:58:00|4|7
S88|S88|2016-02-16|12:38:00|3|15
S90|S90|2016-02-18|02:00:00|3|9
restaurant|S91|2016-02-15|07:18:00|5|12
L45|L45|2016-04-07|22:50:00|1|3
restaurant|L45|2016-04-06|19:02:00|5|4
L45|L45|2016-04-01|14:23:00|3|3
restaurant|L45|2016-04-02|05:14:00|5|5
restaurant|L46|2016-03-31|16:28:00|1|13
restaurant|L46|2016-04-01|16:07:00|3|14
restaurant|L46|2016-03-30|22:29:00|4|15
restaurant|L46|2016-03-30|21:31:00|2|15
restaurant|S93|2016-02-16|18:43:00|2|3
restaurant|L38|2016-01-06|15:41:00|3|14
restaurant|L38|2016-01-13|15:56:00|5|6
restaurant|S137|2016-03-07|15:28:00|1|2
restaurant|S138|2016-03-07|16:24:00|3|8
restaurant|S29|2016-02-11|02:41:00|2|8
restaurant|L52|2016-02-27|09:11:00|1|6
restaurant|L52|2016-02-24|19:30:00|1|10
L57|L57|2016-03-23|04:13:00|3|14
restaurant|L67|2016-01-13|21:39:00|5|1
restaurant|S198|2016-03-23|14:55:00|3|8
S199|S199|2016-03-22|04:26:00|5|12
S200|S200|2016-03-20|09:12:00|2|6
restaurant|L43|2016-03-26|12:29:00|5|15
L49|L49|2016-03-27|17:36:00|3|15
L49|L49|2016-03-27|18:09:00|2|13
N123|N123|2016-02-19|17:06:00|1|10
L68|L68|2016-01-24|01:58:00|1|4
restaurant|L68|2016-01-18|13:50:00|2|8
L68|L68|2016-01-15|04:12:00|2|15
restaurant|L68|2016-01-20|05:48:00|2|10
L68|L68|2016-01-23|23:16:00|4|15
restaurant|L68|2016-01-18|21:17:00|2|8
S120|S120|2016-02-23|11:52:00|2|12
S120|S120|2016-02-21|20:30:00|2|6
restaurant|S121|2016-02-23|20:27:00|5|3
S121|S121|2016-02-27|23:15:00|3|11
restaurant|S122|2016-02-23|06:40:00|3|10
restaurant|S122|2016-02-21|01:05:00|1|4
S205|S205|2016-03-24|06:01:00|5|0
restaurant|S206|2016-03-21|00:07:00|2|2
restaurant|S206|2016-03-19|22:40:00|2|11
S208|S208|2016-03-19|18:28:00|5|7
S208|S208|2016-03-19|13:54:00|3|7
restaurant|D81|2016-02-26|13:18:00|2|4
restaurant|N127|2016-02-18|01:42:00|2|15
restaurant|L46|2016-01-31|21:22:00|2|1
restaurant|L49|2016-01-29|18:22:00|4|11
L49|L49|2016-01-31|16:51:00|5|15
restaurant|L49|2016-01-29|06:48:00|3|6
L49|L49|2016-01-28|07:56:00|5|5
restaurant|S140|2016-03-03|10:04:00|3|0
restaurant|S140|2016-03-03|19:41:00|2|10
S141|S141|2016-03-05|12:09:00|3|2
S141|S141|2016-03-02|22:55:00|3|12
S141|S141|2016-03-08|21:57:00|5|13
restaurant|L38|2016-02-21|05:44:00|1|15
L39|L39|2016-02-23|02:37:00|2|3
restaurant|L39|2016-02-23|16:05:00|3|10
restaurant|S127|2016-02-29|11:49:00|5|11
S128|S128|2016-03-02|13:49:00|4|15
S129|S129|2016-02-28|18:55:00|3|7
restaurant|S126|2016-01-26|23:31:00|5|5
S128|S128|2016-01-25|18:26:00|2|3
restaurant|S211|2016-03-24|17:06:00|5|9
S212|S212|2016-03-20|12:18:00|4|2
D75|D75|2016-03-29|10:20:00|1|4
L40|L40|2016-01-07|13:11:00|2|2
restaurant|L40|2016-01-07|13:02:00|1|6
L40|L40|2016-01-09|07:39:00|5|8
L40|L40|2016-01-06|00:31:00|4|12
restaurant|L40|2016-01-11|18:55:00|5|10
restaurant|L40|2016-01-09|05:56:00|2|8
L55|L55|2016-01-16|14:11:00|5|5
restaurant|L55|2016-01-15|20:07:00|2|10
restaurant|S80|2016-01-05|11:17:00|3|8
S81|S81|2016-01-08|00:31:00|4|14
L58|L58|2016-02-07|12:13:00|3|13
restaurant|L58|2016-02-06|19:53:00|4|15
restaurant|L58|2016-02-02|01:03:00|1|12
L58|L58|2016-02-03|07:22:00|4|12
restaurant|L59|2016-02-03|22:21:00|1|4
restaurant|L58|2016-03-19|19:20:00|4|1
restaurant|L58|2016-03-27|07:35:00|3|10
L58|L58|2016-03-18|06:08:00|4|2
restaurant|L58|2016-03-26|04:22:00|3|12
L58|L58|2016-03-21|11:23:00|2|12
restaurant|L58|2016-03-14|22:10:00|3|4
restaurant|L59|2016-03-28|02:13:00|4|9
restaurant|L59|2016-03-15|04:35:00|2|15
restaurant|L59|2016-03-14|00:15:00|5|4
restaurant|L59|2016-03-16|22:17:00|3|0
restaurant|L59|2016-03-23|16:12:00|4|7
restaurant|L59|2016-03-13|14:36:00|2|11
L59|L59|2016-03-19|10:51:00|5|6
L70|L70|2016-03-08|17:50:00|4|15
restaurant|L70|2016-03-08|12:09:00|3|7
restaurant|L71|2016-03-05|04:18:00|4|1
N179|N179|2016-03-16|09:22:00|4|10
restaurant|N181|2016-03-25|06:04:00|1|11
restaurant|S173|2016-01-16|20:38:00|4|14
restaurant|S173|2016-01-11|13:22:00|4|8
S173|S173|2016-01-19|21:13:00|1|2
restaurant|S174|2016-01-18|08:04:00|5|15
restaurant|S174|2016-01-11|08:55:00|3|14
S174|S174|2016-01-18|14:21:00|5|15
S175|S175|2016-01-10|03:32:00|5|2
restaurant|S175|2016-01-12|03:33:00|2|4
restaurant|S175|2016-01-11|13:15:00|2|4
L54|L54|2016-01-21|00:45:00|5|3
restaurant|L25|2016-02-20|21:22:00|4|10
restaurant|L72|2016-03-03|18:26:00|2|6
L72|L72|2016-03-09|08:52:00|4|12
L72|L72|2016-03-02|18:42:00|2|14
L72|L72|2016-03-01|14:42:00|5|14
L72|L72|2016-03-04|05:27:00|1|9
L72|L72|2016-03-03|00:51:00|2|13
restaurant|L56|2016-01-13|19:03:00|2|8
restaurant|L56|2016-01-09|06:26:00|1|11
restaurant|L56|2016-01-14|11:37:00|5|11
restaurant|D85|2016-02-09|01:52:00|5|4
D85|D85|2016-02-22|02:51:00|1|15
D86|D86|2016-02-20|12:28:00|1|9
N111|N111|2016-01-25|02:10:00|5|7
restaurant|N112|2016-01-29|14:58:00|2|12
N113|N113|2016-01-25|16:33:00|5|2
restaurant|L60|2016-03-10|20:35:00|5|13
restaurant|L61|2016-03-10|15:11:00|3|10
restaurant|L47|2016-04-06|01:26:00|5|14
L47|L47|2016-04-04|12:34:00|2|14
L48|L48|2016-04-04|18:30:00|4|13
L48|L48|2016-03-31|22:02:00|2|5
restaurant|L48|2016-04-04|06:35:00|5|7
restaurant|S136|2016-02-05|06:40:00|4|13
restaurant|S132|2016-01-19|14:46:00|1|6
S137|S137|2016-01-22|20:27:00|1|14
